day,ETH Vault_collateral_usd,stETH Vault_collateral_usd,BTC Vault_collateral_usd,Altcoin Vault_collateral_usd,Stablecoin Vault_collateral_usd,LP Vault_collateral_usd,PSM Vault_collateral_usd,Step
2022-05-20 00:00:00+00:00,4415031780.64779,311290483.7275861,1039675445.3791366,286308957.87683076,233744057.9167525,254504107.7609582,2598230934.72841,Before
2022-05-21 00:00:00+00:00,4450359015.187714,314510167.49100125,1051677783.2343599,286308655.8078242,233744057.9167525,254571179.6967899,2616753105.245422,Before
2022-05-22 00:00:00+00:00,4529921207.197605,318874818.2528077,1084643625.4846702,280890624.6838933,233744057.9167525,254758470.7938203,2626906171.098678,Before
2022-05-23 00:00:00+00:00,4520264640.783701,333276478.1638334,1094524244.7983255,279135138.24917066,233744057.9167525,254758470.7938203,2764433420.342027,Before
2022-05-24 00:00:00+00:00,4400057808.287145,318422394.88725716,1064035697.0267584,238586434.93975025,233744057.9167525,255131711.9151139,2879427800.065936,Before
2022-05-25 00:00:00+00:00,4419662586.029965,316558271.2505688,1074324604.9536493,238549255.12251133,233744057.91675246,256529286.96418414,2938530503.563479,Before
2022-05-26 00:00:00+00:00,4100236861.203987,294029307.9245954,1033532642.8256981,231838918.50767452,233744057.91675246,304159575.4491378,2897297162.682264,Before
2022-05-27 00:00:00+00:00,4006632540.751357,278809058.1114533,1012054780.0175467,227271502.15550205,233744057.9167525,303328972.7625042,2941539702.105979,Before
2022-05-28 00:00:00+00:00,4055823749.658507,289104069.3801616,1014856644.3958243,226904421.04114926,233744002.91675243,309306403.96788335,2920080027.664455,Before
2022-05-29 00:00:00+00:00,4075992863.0986934,291716853.0975394,1022961244.3621619,226904421.04114926,233744002.91675246,309586065.3116378,2932024350.968689,Before
2022-05-30 00:00:00+00:00,4530345572.876826,320482264.1342683,1099235254.6374974,226861496.12591505,233744001.91675243,310918184.35352874,2980931403.2598867,Before
2022-05-31 00:00:00+00:00,4371198436.63301,339828212.74401927,1112598061.2479677,234740992.79629725,233744001.91675246,356565870.71376663,2998920984.3800216,Before
2022-06-01 00:00:00+00:00,4116271922.9117312,306624265.15969616,1072989405.4214913,215693182.79629722,233744001.91675246,356565870.71376663,3025117316.3813844,Before
2022-06-02 00:00:00+00:00,4052739754.6617975,306624265.15969616,1063992866.956824,215693182.79629722,233744001.91675246,361113089.6449571,3039176552.3289404,Before
2022-06-03 00:00:00+00:00,3923001770.5753684,300979624.1412138,1047284318.9899135,221204496.84933215,233744001.91675246,360099841.3232633,3056787336.8963184,Before
2022-06-04 00:00:00+00:00,3974016018.3040895,300980191.8113656,1054019707.1684825,221204496.84933215,233744001.91675246,370681055.76448625,3017870896.6972594,Before
2022-06-05 00:00:00+00:00,4082807114.756794,313614678.4422181,1061826103.9119121,221204496.84933218,233744001.91675246,370698897.20710266,3031062667.912276,Before
2022-06-06 00:00:00+00:00,4164107912.654373,316526180.69534856,1112079643.9044545,221204496.84933218,233744001.91675246,393187627.95679975,3021041232.864673,Before
2022-06-07 00:00:00+00:00,4049145677.2152486,301744238.60993016,1097728309.293119,227352366.03356862,233744001.91675246,394258679.87706995,3053740785.773785,Before
2022-06-08 00:00:00+00:00,4050060265.434433,296041082.29669654,1089669916.288779,227352366.03356862,233744001.91675246,469330116.4956557,3047997695.494999,Before
2022-06-09 00:00:00+00:00,4019070946.7880335,292957067.73844093,1081641959.0762315,235816356.83016944,233743991.91675246,473692781.1802647,3067429845.058098,Before
2022-06-10 00:00:00+00:00,3541923869.833551,303737780.7437755,1042921620.8971069,212844964.38838866,233743991.91675243,520271255.4918989,3073483141.2103667,Before
2022-06-11 00:00:00+00:00,3192710399.5449314,307197950.20563453,990056500.2524357,188267598.673276,233743991.91675246,540897165.3310341,3084290585.1915216,Before
2022-06-12 00:00:00+00:00,3237658083.510871,295577123.8752743,976811352.9742098,190178754.65677738,233743991.91675246,547521580.058538,3092049774.8204174,Before
2022-06-13 00:00:00+00:00,2525421718.3875704,280850590.37988114,880372453.9560483,163210144.05687377,233743991.91675243,513407350.8842432,3199822038.6765084,Before
2022-06-14 00:00:00+00:00,2371714631.397845,262150310.8344184,887290883.2913458,163489940.20526707,233743997.45382077,515443477.90266436,3268181328.5756764,Before
2022-06-15 00:00:00+00:00,2465598475.24448,268113244.38415918,887401102.9114784,163251741.34478813,233743997.45382077,578032402.095644,3193357631.3206496,Before
2022-06-16 00:00:00+00:00,2172837576.852699,251706387.51307154,852413575.6716983,158868544.86169684,233743997.45382077,600321473.677649,3195328984.3942604,Before
2022-06-17 00:00:00+00:00,1648748896.181031,243907328.25529677,1411845770.0495598,158868544.86169684,233743997.45382077,609323611.194768,3341277361.777893,Before
2022-06-18 00:00:00+00:00,1429287641.1373286,205394479.65616384,1272296188.7681153,108024933.73368102,233743997.45382077,620391520.1284419,3377385544.7720737,Before
2022-06-19 00:00:00+00:00,1714440931.57859,260629824.45867512,1370952044.8641887,108706063.6150748,233743997.45382077,629735849.1520909,3375254422.975672,Before
2022-06-20 00:00:00+00:00,1672779999.704762,252886469.88952208,1382850896.7966125,108706063.6150748,233743997.45382077,646125894.5835139,3349844890.52064,Before
2022-06-21 00:00:00+00:00,1711749472.1570141,270084178.9069523,1418614932.0725133,109684778.01339965,233743997.45382077,665687279.9299797,3358742304.102705,Before
2022-06-22 00:00:00+00:00,1648334214.5206447,249629586.87387362,1361854647.1973674,109208152.59283537,233743997.45382077,687301376.2774546,3355493225.524877,Before
2022-06-23 00:00:00+00:00,1711390137.2751555,261945378.76547962,1383082746.4079564,109208152.59283537,233743997.45382077,692410345.383838,3306409238.639173,Before
2022-06-24 00:00:00+00:00,1834969011.443634,287455909.050078,1400627076.9509735,109208152.59283537,233743997.45382077,702280384.5828702,3281913078.111337,Before
2022-06-25 00:00:00+00:00,1822528601.7990508,289232629.99265105,1407819183.3835623,109208152.59283537,233743997.45382077,709922097.6228435,3291952682.8467474,Before
2022-06-26 00:00:00+00:00,1833624442.8930953,321183673.143755,1424889370.1922126,109208152.59283537,233743997.45382077,709922097.6228435,3274105047.94502,Before
2022-06-27 00:00:00+00:00,1800714480.5521433,310731600.93737745,1382529579.7907062,109208152.59283537,233743997.45382077,710606118.3747959,3306970942.693201,Before
2022-06-28 00:00:00+00:00,1758510425.9982026,309030872.6737762,1342063737.3693879,133438431.51392002,233743997.45382077,710606118.3747959,3236933835.070785,Before
2022-06-29 00:00:00+00:00,1689810873.4948406,282629563.78562474,1284948326.6646113,131910945.34577225,233743997.45382077,705466717.6813599,3313992929.353012,Before
2022-06-30 00:00:00+00:00,1566357095.2439363,229308313.52320117,1198157016.04469,127858692.62744845,233743997.45382077,712088826.3625755,3295709364.229627,Before
2022-07-01 00:00:00+00:00,1648925245.4102821,231264758.0857212,1239693439.0373716,130883461.30873865,233743997.45382077,763382453.542478,3367970253.4003763,Before
2022-07-02 00:00:00+00:00,1635105164.115792,244763146.9252445,1233000918.2364619,130895755.70598865,233743997.45382077,713776803.4404888,3432619816.6680675,Before
2022-07-03 00:00:00+00:00,1640668087.3074389,245829804.3434848,1218297099.8552923,130895755.70598865,233743997.45382077,758514033.2021726,3419633232.9302173,Before
2022-07-04 00:00:00+00:00,1722064757.2615051,257824539.06416538,1269455368.4807308,131038128.02892375,233743997.45382077,761072338.4882779,3483659093.256469,Before
2022-07-05 00:00:00+00:00,1770218217.3075612,254964447.24399725,1258923467.9324305,131028416.45884812,233743997.45382077,764810645.0339506,3499205898.0296783,Before
2022-07-06 00:00:00+00:00,1768194993.689826,261531841.59618577,1270574368.410063,131132943.99778236,233743997.4538208,766367605.4216226,3481737411.5985355,Before
2022-07-07 00:00:00+00:00,1938085772.5457904,285634135.3018414,859331918.6918693,131207894.79994221,233743997.45382077,722971759.1580907,3605107128.364048,Before
2022-07-08 00:00:00+00:00,1914033181.961644,283537899.1822127,869510668.9697491,131207894.79994221,233743997.45382077,727964360.2407583,3616205183.909905,Before
2022-07-09 00:00:00+00:00,1894100499.8248363,279546467.6597933,869396583.7266375,131204181.70748812,233743997.45382077,751805688.7915959,3606119300.9473753,Before
2022-07-10 00:00:00+00:00,1811758196.0910406,278120229.0526275,844111244.4626284,131204181.70748812,233743897.45382077,706347396.3622068,3636746830.954853,Before
2022-07-11 00:00:00+00:00,1759538947.2627752,263204227.42448118,825382680.7705219,131217338.60074307,233743897.45382077,706309034.8934616,3671487465.808282,Before
2022-07-12 00:00:00+00:00,1648111519.826243,242837092.2233987,786374251.6643813,131217338.60074309,233743897.45382077,705288869.2211053,3618232647.936043,Before
2022-07-13 00:00:00+00:00,1681858843.0111113,231189084.57679847,803211900.6760743,139796450.36504576,233743897.45382077,710819936.0748882,3678444081.50279,Before
2022-07-14 00:00:00+00:00,1842518129.5416389,264682186.92320782,831780252.8899554,139796450.36504576,233743897.45382077,715200504.6035439,3716177187.259559,Before
2022-07-15 00:00:00+00:00,1912116852.6897585,285880965.2823981,846318934.0135015,157698600.73272765,233743897.45382077,716662641.7422465,3742929431.246677,Before
2022-07-16 00:00:00+00:00,2077560088.54525,313687078.20011866,855225516.0445235,157490526.0694889,233743897.45382077,754134727.0650116,3760358069.9102826,Before
2022-07-17 00:00:00+00:00,2101957917.941762,312369093.2461133,855527348.8712637,157490526.0694889,233743897.45382077,904932818.2075353,3736951416.2979207,Before
2022-07-18 00:00:00+00:00,2323424984.1083198,362056855.1490663,908909292.7039868,157490526.0694889,233743897.4538208,952154897.6220361,3702578058.533168,Before
2022-07-19 00:00:00+00:00,2435217588.616429,381430381.4633546,949100826.346551,158515256.9257654,233743897.45382077,951343832.6040248,3729670520.13252,Before
2022-07-20 00:00:00+00:00,2437285560.469825,382933514.36600125,957790220.0758688,158514826.7993204,233743897.45382077,951725031.9486238,3746869872.80682,Before
2022-07-21 00:00:00+00:00,2492997940.884044,378596678.98649377,912556467.2492706,158049851.62146592,233743897.45382077,1635284674.4907901,3725544169.603196,Before
2022-07-22 00:00:00+00:00,2398611532.1581135,378088794.3228312,932367311.208763,157875360.14664713,233743897.45382077,1781108189.1838503,3639962079.017031,Before
2022-07-23 00:00:00+00:00,2337425495.956166,376174405.391292,901082059.8821474,157875360.14664716,233743247.45382074,1867880458.4562616,3605215774.239406,Before
2022-07-24 00:00:00+00:00,2437794798.265416,397741084.1310288,914978509.2427963,157875360.14664716,233743247.45382074,1867955284.29645,3598247463.981625,Before
2022-07-25 00:00:00+00:00,2285723186.8387246,375440720.037976,887559619.6278235,157683185.99215165,233743247.45382074,1867958183.212514,3582805860.406533,Before
2022-07-26 00:00:00+00:00,2087376322.1320677,341534888.2170533,847416606.3723314,157323238.0008752,233743247.45382074,1970831404.9290688,3491757792.973617,Before
2022-07-27 00:00:00+00:00,2442532678.030884,393586936.4759231,919957267.8844404,157323238.0008752,233743247.45382074,1970741410.3261917,3538508011.518813,Before
2022-07-28 00:00:00+00:00,2635782144.447848,425670090.602301,961080833.4046776,157323238.0008752,233743247.45382077,1970089426.151338,3527206088.794456,Before
2022-07-29 00:00:00+00:00,2613957519.1674356,424085166.45556235,962935781.982473,157323238.0008752,233743247.45382074,1970444720.225947,3536462730.291166,Before
2022-07-30 00:00:00+00:00,2611277467.3183527,425575878.0854325,988830797.7703553,157746017.81427443,233743247.45382074,1961830432.0176222,3525997466.722406,Before
2022-07-31 00:00:00+00:00,2592261305.663726,449611889.71814656,958904148.7910525,157746017.81427443,233743247.45382077,1959695887.5629644,3481207923.679515,Before
2022-08-01 00:00:00+00:00,2465276599.601721,439417859.13289464,941715737.3511906,157657811.70679715,233743247.45382074,1961547063.6400676,3490638037.128865,Before
2022-08-02 00:00:00+00:00,2502790353.235223,432350420.9336722,927559880.3299861,157657811.70679715,233743247.45382074,1825368474.225957,3557579906.6584578,Before
2022-08-03 00:00:00+00:00,2533093140.0506186,432177697.8497828,935981788.1682634,157657811.70679715,233743247.45382074,1832390228.0566478,3561977852.7686367,Before
2022-08-04 00:00:00+00:00,2426164222.836775,426732343.5136525,935510185.4867623,157657811.70679715,233743247.45382074,1873828770.3694067,3543759806.550764,Before
2022-08-05 00:00:00+00:00,2592165936.339676,449399897.21855444,941103416.6862297,157657365.01944968,233743247.45382074,1960442993.9352045,3500019120.441532,Before
2022-08-06 00:00:00+00:00,2599052413.2560186,458478399.45707214,941903651.6896352,157657365.01944968,233743247.45382074,1962932732.5304668,3507623884.8796496,Before
2022-08-07 00:00:00+00:00,2598664318.3908257,454496888.7662932,940813180.548851,159457365.31103873,233743247.45382074,1959525603.7578602,3438838591.6196537,Before
2022-08-08 00:00:00+00:00,2698767711.2462163,492326166.5314432,968208974.7222782,159457365.31103873,233743247.45382074,1862985882.3206644,3558352409.70968,Before
2022-08-09 00:00:00+00:00,2560051447.813621,464497712.76022875,936652031.3977032,159457365.3110387,233743247.45382074,1857515487.3233445,3594350302.6739106,Before
2022-08-10 00:00:00+00:00,2825354702.8016167,528266879.9931575,960603757.1775185,160075937.78704473,233743247.45382074,1928417569.8427954,3563959719.818206,Before
2022-08-11 00:00:00+00:00,2829039588.713532,546597738.1786236,989552283.5191166,159703469.68075514,233743247.45382074,1850193599.8290544,3509619140.832284,Before
2022-08-12 00:00:00+00:00,2892472608.042487,560394534.2748544,979251936.6087718,159703469.68075514,233743247.45382074,1692263494.889182,3493157483.0903687,Before
2022-08-13 00:00:00+00:00,2981681585.944011,574478262.7509303,994020312.0161245,159703469.68075514,233743247.45382074,1685606469.8296049,3513145542.1089177,Before
2022-08-14 00:00:00+00:00,2881298263.8494463,559262078.6790997,972159284.2160519,176141066.8984739,233743247.45382074,1609253781.1860027,3543547641.219534,Before
2022-08-15 00:00:00+00:00,2817380123.900284,547801243.2195222,956054711.9111345,176141066.8984739,233743247.45382074,1609473084.4076018,3535832165.763116,Before
2022-08-16 00:00:00+00:00,2781265745.968745,541885764.8349538,955608107.3653919,176141066.8984739,233743247.45382074,1600628448.057186,3509611899.758875,Before
2022-08-17 00:00:00+00:00,2740851428.9309053,538000981.6313149,942463854.0399306,176141066.8984739,233743247.45382074,1600600618.094349,3469408090.453937,Before
2022-08-18 00:00:00+00:00,2771519654.756569,533788696.3824431,923573725.1036091,202745847.30237663,233743247.45382077,1577126814.644515,3446295516.548015,Before
2022-08-19 00:00:00+00:00,2466572326.604784,499436265.67231464,842019186.675972,201208411.4263329,233743247.45382074,1564865950.0002208,3397695582.945063,Before
2022-08-20 00:00:00+00:00,2296776845.7021,467979251.74838316,841508216.796475,201208411.4263329,233743247.45382074,1514822329.3706896,3470683423.639563,Before
2022-08-21 00:00:00+00:00,2390103010.6795545,473427393.4683644,845418983.6093409,189390941.01627946,233743196.18025878,1499657128.0855699,3450374290.212689,Before
2022-08-22 00:00:00+00:00,2340024807.204766,469525882.7877041,840305909.028759,189246940.14120018,233743196.18025878,1452562471.227026,3481466452.806922,Before
2022-08-23 00:00:00+00:00,2449321273.097745,486513935.73490524,850829168.9601915,189246940.1412002,233743196.1802588,1422320563.229285,3466682145.361036,Before
2022-08-24 00:00:00+00:00,2488272119.649735,495885482.7225524,850238819.850417,189246940.1412002,233743196.1802588,1393635161.399899,3450280707.8919506,Before
2022-08-25 00:00:00+00:00,2518880035.8384953,498597139.6213561,849068610.1158628,189251705.87697366,233743196.18025878,1404373592.546692,3415133199.975656,Before
2022-08-26 00:00:00+00:00,2261067485.791336,460132364.0474526,813323644.2466534,188914461.92969725,233743196.18025878,1404396291.2273185,3397558649.2286844,Before
2022-08-27 00:00:00+00:00,2147892085.8932705,423276203.6963103,790714566.1256288,183303278.67337888,233743196.18025878,1396488237.0019104,3391207115.5242043,Before
2022-08-28 00:00:00+00:00,2164460557.567901,565020456.1024113,790548154.801861,183303278.67337888,233743196.18025878,1396396436.642285,3354474274.1726003,Before
2022-08-29 00:00:00+00:00,2251893038.061706,587314580.3485079,801111781.9987212,182803780.2697152,233743196.18025878,1396399667.880851,3329830841.849492,Before
2022-08-30 00:00:00+00:00,2262373286.837284,589725902.24168,789786157.7618132,189037253.94115773,233743196.18025878,1441884310.8338447,3315718371.964389,Before
2022-08-31 00:00:00+00:00,2313029616.7482443,594151186.4398001,801780804.52026,191227301.8876297,233743196.18025878,1441884310.8338447,3313949636.149074,Before
2022-09-01 00:00:00+00:00,2271407629.589603,591720867.7314801,789085846.5084305,191227301.8876297,233743196.18025878,1486990961.7147799,3306374234.301465,Before
2022-09-02 00:00:00+00:00,2273464759.281065,611891202.425585,789215984.8201791,191227301.88762972,233743196.18025878,1486990961.7147799,3301510913.745492,Before
2022-09-03 00:00:00+00:00,2259333746.368103,611891202.425585,783905484.5524317,191227301.8876297,233743196.18025878,1487120258.4503994,3290499732.625084,Before
2022-09-04 00:00:00+00:00,2269353188.515389,591524813.7378106,782488076.5509053,191227301.8876297,233743196.1802588,1412442024.5685282,3275147776.060294,Before
2022-09-05 00:00:00+00:00,2303890104.976067,595004611.0624077,781368524.4399415,191227301.8876297,233743196.18025878,1367387532.2433343,3269041066.848794,Before
2022-09-06 00:00:00+00:00,2296239711.500677,620352110.8638393,829842629.2005502,191227301.8876297,233743196.1802588,1361874342.1186538,3283414841.793031,Before
2022-09-07 00:00:00+00:00,2361000183.99792,597644944.5264006,829984802.6075474,191227301.8876297,233743196.18025878,1347456315.60913,3370991082.919422,Before
2022-09-08 00:00:00+00:00,2373801839.812161,617553184.6226593,844355557.0878683,191227301.8876297,233743196.18025878,1349063892.3219306,3408745459.6360373,Before
2022-09-09 00:00:00+00:00,2496092516.9862757,652598189.1912787,939407703.2213061,195313703.86724102,233743196.18025878,1349100561.0467513,3406351934.8743224,Before
2022-09-10 00:00:00+00:00,2492196803.158592,679696062.7077913,940794079.1730536,175650117.4449922,233743196.18025878,1349162757.156377,3409731154.1414065,Before
2022-09-11 00:00:00+00:00,2560932358.00342,693442945.477355,953089270.847975,184585519.11262476,233743196.18025878,1346535007.703569,3418710961.8051395,Before
2022-09-12 00:00:00+00:00,2485839230.643873,679679609.3731163,972687951.0979778,184585519.11262476,233743196.1802588,1339071098.7692075,3412635381.4355826,Before
2022-09-13 00:00:00+00:00,2291151928.9275885,658219644.8232036,880420103.6581365,185179431.25468087,233743196.18025878,1339462209.9177632,3376058340.5032134,Before
2022-09-14 00:00:00+00:00,2281136743.9720926,627568728.1822278,464370063.99689126,170804934.04338667,233743196.18025878,1331201244.8579843,3375623869.3612814,Before
2022-09-15 00:00:00+00:00,2165645542.545266,602179047.773227,473664339.62040573,170804934.04338667,233743196.18025878,1330964345.4374566,3359759091.450157,Before
2022-09-16 00:00:00+00:00,2048651986.8462029,570543421.063151,464544999.87282276,169612616.88590053,233743196.18025878,1329967926.1342034,3361268281.433748,Before
2022-09-17 00:00:00+00:00,2112440862.8052888,590524301.8608732,474868956.4868604,169612616.88590053,233743196.18025878,1329835752.0001774,3357555946.9449677,Before
2022-09-18 00:00:00+00:00,1959595594.0011854,550424615.6057907,472610305.2265696,169612616.88590053,233743196.18025878,1332071837.0936959,3408405288.9709964,Before
2022-09-19 00:00:00+00:00,1980526307.1460743,539384670.5028445,457859130.9472985,169612616.88590053,233743196.18025878,1331800080.1565638,3369969957.792216,Before
2022-09-20 00:00:00+00:00,1941372864.9046757,564297444.7358291,451337579.54838306,169612616.88590053,233743196.18025878,1345413106.1964786,3385836579.1627,Before
2022-09-21 00:00:00+00:00,1816310761.0444927,521244280.53069794,457134567.38726586,169192039.46246266,233743196.18025878,1299987800.4367378,3431279086.300919,Before
2022-09-22 00:00:00+00:00,1884728595.8599014,532621592.0342769,456910312.24956274,169192039.46246266,233743196.1802588,1371089735.6478183,3421074036.424047,Before
2022-09-23 00:00:00+00:00,1866440869.9101996,536485380.07945836,450996848.3871436,169192039.46246266,233742040.74025875,1371436483.2923286,3422606706.758902,Before
2022-09-24 00:00:00+00:00,1925533224.960683,553144863.8338016,454132701.5643598,169699906.03503445,233742040.74025875,1360728909.5437875,3429015069.4477363,Before
2022-09-25 00:00:00+00:00,1857876392.2462406,548353021.0117037,454444218.65702325,169699906.03503445,233742040.74025875,1360751114.2796218,3427015006.461399,Before
2022-09-26 00:00:00+00:00,1897617892.6311703,547747374.2769054,457673723.1906112,169698132.56321827,233742040.74025875,1347189591.6983292,3430798515.3995543,Before
2022-09-27 00:00:00+00:00,1883540005.1878922,571979164.1003162,461594889.8828845,169698132.56321827,233742040.74025875,1347479407.3322008,3417294954.48425,Before
2022-09-28 00:00:00+00:00,1914695941.099865,554370894.8751638,448723735.2591073,169698132.56321827,233742040.74025875,1347479407.3322008,3372799679.31418,Before
2022-09-29 00:00:00+00:00,1918603136.8070638,557385298.6774638,307420664.1685576,154554976.2892315,233742040.74025875,1347453777.8855681,3428988536.636312,Before
2022-09-30 00:00:00+00:00,1941245591.2901337,566862554.5608907,294703808.8042287,154554976.28923154,233742040.74025875,1347852899.3262184,3428288934.318355,Before
2022-10-01 00:00:00+00:00,1887604951.0393796,554713312.0056529,829995354.3865821,154554976.28923154,233742040.74025875,1338737172.6371515,3432706673.885959,Before
2022-10-02 00:00:00+00:00,1858390364.743786,548976132.9309134,827991364.3942726,154368881.28021455,233742040.74025875,1332210498.470739,3423681979.099604,Before
2022-10-03 00:00:00+00:00,1898556305.9280882,548863117.3479258,834931147.9367564,154368881.28021455,233742040.74025875,1332210498.470739,3376002844.188073,Before
2022-10-04 00:00:00+00:00,1938267321.7035964,567482989.352813,872864757.7966874,154939254.00778732,233742040.74025875,1331834402.1151505,3395851337.118624,Before
2022-10-05 00:00:00+00:00,1924195563.6376524,562540744.9830239,870775568.5298514,154933971.9142279,233742040.74025875,1314932602.9588192,3402324064.926135,Before
2022-10-06 00:00:00+00:00,1958545140.8949866,570265411.4811149,868457265.123726,154933971.9142279,233742040.74025875,1307179073.300397,3400142380.383884,Before
2022-10-07 00:00:00+00:00,1913539851.4429827,566000305.2851847,843579945.6832892,154933971.9142279,233742040.74025875,1311053723.7151515,3382132186.678863,Before
2022-10-08 00:00:00+00:00,1911261316.5168688,558397900.858772,843957370.4198695,154764067.99688283,233742040.74025875,1310145885.139529,3384872971.155776,Before
2022-10-09 00:00:00+00:00,1905335841.5566378,555213615.3884982,845435979.0824974,154764067.99688283,233742040.74025875,1302755238.4094305,3384245187.866982,Before
2022-10-10 00:00:00+00:00,1865937294.8780599,549475061.6437932,840818932.1510183,154764067.99688283,233742040.74025875,1302712807.439113,3359028957.350481,Before
2022-10-11 00:00:00+00:00,1843813063.8840423,540323096.5413041,829615997.1100174,161868315.57970548,233742040.74025875,1302666062.9277143,3326154195.64534,Before
2022-10-12 00:00:00+00:00,1867663436.1825786,542510688.4503485,833406736.6459095,209636306.34530887,233742040.74025875,1231461556.6631098,3339733774.66616,Before
2022-10-13 00:00:00+00:00,1856418788.3381758,516300356.9853447,821518888.6410112,209467832.31477073,233742040.74025875,887599270.3714412,3511056333.0952992,Before
2022-10-14 00:00:00+00:00,1878980905.7204359,540173680.1437942,839688131.040953,209596591.07896137,233742040.74025878,883184898.4768915,3509892814.0556765,Before
2022-10-15 00:00:00+00:00,1867451941.890531,532585092.99008256,839289300.3572364,209596591.07896137,233742040.74025875,883184898.4768915,3499187123.0530167,Before
2022-10-16 00:00:00+00:00,1892655728.9370184,532972316.99806404,839085061.0502733,208081973.22894594,233742040.74025875,883132466.0785728,3500862752.928126,Before
2022-10-17 00:00:00+00:00,1906385570.648521,539162271.6374772,855095190.725847,208081973.22894594,233742040.74025875,871879544.78134,3490695197.7617497,Before
2022-10-18 00:00:00+00:00,1916790395.1149948,545190873.8670167,854379458.0824625,215443639.57753983,233742040.74025875,871811347.9737895,3491211144.7964187,Before
2022-10-19 00:00:00+00:00,1882903492.8021727,543297628.3267816,839455902.0542158,217345182.8339197,233742040.74025875,752781021.6111131,3478557250.5362377,Before
2022-10-20 00:00:00+00:00,1866821121.2337012,543494176.9111503,838793502.0666162,217257447.43922803,233742040.74025875,747261093.48535,3402511874.3888016,Before
2022-10-21 00:00:00+00:00,1875502699.9463785,544135965.6703372,831237520.4733644,217257447.43922803,233742040.74025875,734017891.817436,3361392062.963413,Before
2022-10-22 00:00:00+00:00,1895299199.4416246,543532551.0186563,831237520.4733645,217257447.43922803,233742040.74025875,734017891.817436,3368962514.572238,Before
2022-10-23 00:00:00+00:00,1922899072.730943,554639909.5915289,837761130.3309405,217257447.43922803,233742040.74025875,733932276.3327062,3400248952.795137,Before
2022-10-24 00:00:00+00:00,1934151596.4666104,570182486.0728182,849723216.0146463,221533651.83305144,233742040.74025875,733281067.125519,3398802150.986046,Before
2022-10-25 00:00:00+00:00,2117674206.1665134,601706450.9593676,875253097.9276345,221472843.48472592,233742040.74025875,730326426.0637828,3320187880.16627,Before
2022-10-26 00:00:00+00:00,2237618885.1217,664393897.3806374,879950202.8573639,227477567.79875782,233742040.74025875,722815731.2145584,3284261645.197654,Before
2022-10-27 00:00:00+00:00,2252591687.382269,667670507.3282499,893298627.362113,227477567.79875782,233742040.74025875,721621127.8471208,3274948104.990606,Before
2022-10-28 00:00:00+00:00,2267859929.922094,672186726.287638,881740476.8011168,227477567.79875782,233742040.74025875,660642752.9551599,3240565001.234633,Before
2022-10-29 00:00:00+00:00,2357017880.542287,699107288.9329379,906399692.0293089,227477567.79875782,233742040.74025875,651587476.9089732,3265379903.266924,Before
2022-10-30 00:00:00+00:00,2338117810.016069,692432150.5919968,906371391.5538157,227478444.05304474,233742040.74025875,721738966.8854995,3187065073.936035,Before
2022-10-31 00:00:00+00:00,2270294799.5259666,689737529.4302218,906355639.792548,228214314.15217882,233742040.74025875,717306182.392952,3038256185.9790554,Before
2022-11-01 00:00:00+00:00,2290699886.798809,685813056.3610219,892776312.9002972,228214314.15217882,233742040.74025875,716934243.2850008,2941124486.7411213,Before
2022-11-02 00:00:00+00:00,2213488480.068896,679102358.7879248,885779021.5547352,228214314.15217882,233742040.74025875,717002238.507825,2906808964.913131,Before
2022-11-03 00:00:00+00:00,2236424030.452048,678380416.8577251,884703999.2890015,218189126.79046154,233742040.74025875,712847544.9363433,2816454666.1089325,Before
