date,env reset start date,get state calculated portfolio value,action,mvo calculated current portfolio value,calculated optimized weights,current composition,agent weights updated to,current sortino ratio,target sortino ratio,current weights,target weights,current cumulative return,Distance penalty,Scaled Sortino diff,Reward,Reward no scale,dai ceilings
2022-05-20,2022-05-20,,,,,,,,,,,,,,,,
2022-05-20,,9138785768.037464,,,,,,,,,,,,,,,
2022-05-20,2022-05-20,,,,,,,,,,,,,,,,
2022-05-20,,9138785768.037464,,,,,,,,,,,,,,,
2022-05-20,,,"{'stETH Vault_dai_ceiling': 0.08813080107727422, 'ETH Vault_dai_ceiling': 0.39771372790941795, 'BTC Vault_dai_ceiling': 0.391530729474708, 'Altcoin Vault_dai_ceiling': 0.15791873865384198, 'Stablecoin Vault_dai_ceiling': -0.23205520719157335, 'LP Vault_dai_ceiling': 0.0, 'RWA Vault_dai_ceiling': 0.0, 'PSM Vault_dai_ceiling': 0.01851094544808063}",,,,,,,,,,,,,,
2022-06-14,,9180057918.455873,,,,,,,,,,,,,,,
2022-06-14,,,,9230928327.455873,,,,,,,,,,,,,
2022-06-14,,,,,"[0.1        0.05       0.5        0.1        0.01       0.07539926
 0.02       0.14460074]",,,,,,,,,,,,
2022-06-14,,,,,,"BTC Vault_collateral_usd          0.15325
ETH Vault_collateral_usd          0.35607
stETH Vault_collateral_usd        0.06105
Stablecoin Vault_collateral_usd   0.05838
Altcoin Vault_collateral_usd      0.05345
LP Vault_collateral_usd           0.09670
RWA Vault_collateral_usd          0.00551
PSM Vault_collateral_usd          0.21561
Name: 2022-06-13 00:00:00, dtype: float64",,,,,,,,,,,
2022-06-14,,,,,,,"{'BTC Vault_collateral_usd': 0.10000000000043278, 'ETH Vault_collateral_usd': 0.05000000000069076, 'stETH Vault_collateral_usd': 0.49999999999926875, 'Stablecoin Vault_collateral_usd': 0.1, 'Altcoin Vault_collateral_usd': 0.01, 'LP Vault_collateral_usd': 0.0753992644913433, 'RWA Vault_collateral_usd': 0.019999999999559533, 'PSM Vault_collateral_usd': 0.1446007355087186}",,,,,,,,,,
2022-06-14,,,,,,,,-1.2801787962256286,,,,,,,,,
2022-06-14,,,,,,,,,9.221791883081115,,,,,,,,
2022-06-14,,,,,,,,,,"{'BTC Vault_collateral_usd': 0.1532495239015604, 'ETH Vault_collateral_usd': 0.35606547544780365, 'stETH Vault_collateral_usd': 0.061045118072704185, 'Stablecoin Vault_collateral_usd': 0.05837759118874678, 'Altcoin Vault_collateral_usd': 0.05344752484070533, 'LP Vault_collateral_usd': 0.09669798836138001, 'RWA Vault_collateral_usd': 0.00551086599261034, 'PSM Vault_collateral_usd': 0.21560591219448938}",,,,,,,
2022-06-14,,,,,,,,,,,"{'BTC Vault_collateral_usd': 0.10000000000043278, 'ETH Vault_collateral_usd': 0.05000000000069076, 'stETH Vault_collateral_usd': 0.49999999999926875, 'Stablecoin Vault_collateral_usd': 0.1, 'Altcoin Vault_collateral_usd': 0.01, 'LP Vault_collateral_usd': 0.0753992644913433, 'RWA Vault_collateral_usd': 0.019999999999559533, 'PSM Vault_collateral_usd': 0.1446007355087186}",,,,,,
2022-06-14,,,,,,,,,,,,0.6170998890116444,,,,,
2022-06-14,,,,,,,,,,,,,0.1414475499270746,,,,
2022-06-14,,,,,,,,,,,,,,0.00010501970679306744,,,
2022-06-14,,,,,,,,,,,,,,,-0.1413425302202815,,
2022-06-14,,,,,,,,,,,,,,,,-1.4216263461527032,
2022-06-14,,,,,,,,,,,,,,,,,"            ETH Vault_dai_ceiling  ...  PSM Vault_dai_ceiling
2021-11-19    4,215,499,587.09872  ...    3,593,103,707.31785
2021-11-20    4,185,875,620.48578  ...    3,604,384,386.93336
2021-11-21    4,185,229,052.82756  ...    3,604,384,386.93336
2021-11-22    4,167,338,922.83872  ...    3,674,297,040.97279
2021-11-23    4,152,215,276.92244  ...    3,670,722,718.34453
...                           ...  ...                    ...
2022-06-09    1,962,303,820.56472  ...    4,554,633,026.04705
2022-06-10    1,970,108,172.24240  ...    4,555,476,131.68187
2022-06-11    1,977,943,562.89807  ...    4,556,319,393.38350
2022-06-12    1,985,810,115.97802  ...    4,557,162,811.18085
2022-06-13    1,993,707,955.41948  ...    4,558,006,385.10281

[207 rows x 8 columns]"
2022-06-14,,,"{'ETH Vault_dai_ceiling': -0.5, 'stETH Vault_dai_ceiling': 0.5, 'BTC Vault_dai_ceiling': -0.5, 'Altcoin Vault_dai_ceiling': -0.25, 'Stablecoin Vault_dai_ceiling': 0.25, 'PSM Vault_dai_ceiling': -0.5}",,,,,,,,,,,,,,
2022-07-09,,9021441789.057335,,,,,,,,,,,,,,,
2022-07-09,,,,9072312198.057335,,,,,,,,,,,,,
2022-07-09,,,,,"[0.1        0.05       0.5        0.1        0.01       0.06883417
 0.02       0.15116583]",,,,,,,,,,,,
2022-07-09,,,,,,"BTC Vault_collateral_usd          0.15422
ETH Vault_collateral_usd          0.34568
stETH Vault_collateral_usd        0.07467
Stablecoin Vault_collateral_usd   0.05561
Altcoin Vault_collateral_usd      0.05010
LP Vault_collateral_usd           0.09038
RWA Vault_collateral_usd          0.00561
PSM Vault_collateral_usd          0.22373
Name: 2022-07-08 00:00:00, dtype: float64",,,,,,,,,,,
2022-07-09,,,,,,,"{'BTC Vault_collateral_usd': 0.1, 'ETH Vault_collateral_usd': 0.05, 'stETH Vault_collateral_usd': 0.5, 'Stablecoin Vault_collateral_usd': 0.1, 'Altcoin Vault_collateral_usd': 0.01, 'LP Vault_collateral_usd': 0.06883417243703578, 'RWA Vault_collateral_usd': 0.02, 'PSM Vault_collateral_usd': 0.15116582756297092}",,,,,,,,,,
2022-07-09,,,,,,,,-1.2770297208268047,,,,,,,,,
2022-07-09,,,,,,,,,8.266877530491945,,,,,,,,
2022-07-09,,,,,,,,,,"{'BTC Vault_collateral_usd': 0.1542229859924824, 'ETH Vault_collateral_usd': 0.3456818424454541, 'stETH Vault_collateral_usd': 0.07466895043857928, 'Stablecoin Vault_collateral_usd': 0.05560914905162743, 'Altcoin Vault_collateral_usd': 0.0501026579995718, 'LP Vault_collateral_usd': 0.09037660553512657, 'RWA Vault_collateral_usd': 0.005607215436313243, 'PSM Vault_collateral_usd': 0.2237305931008452}",,,,,,,
2022-07-09,,,,,,,,,,,"{'BTC Vault_collateral_usd': 0.1, 'ETH Vault_collateral_usd': 0.05, 'stETH Vault_collateral_usd': 0.5, 'Stablecoin Vault_collateral_usd': 0.1, 'Altcoin Vault_collateral_usd': 0.01, 'LP Vault_collateral_usd': 0.06883417243703578, 'RWA Vault_collateral_usd': 0.02, 'PSM Vault_collateral_usd': 0.15116582756297092}",,,,,,
2022-07-09,,,,,,,,,,,,0.6117013702369556,,,,,
2022-07-09,,,,,,,,,,,,,0.13831848144956488,,,,
2022-07-09,,,,,,,,,,,,,,9.54390725131875e-05,,,
2022-07-09,,,,,,,,,,,,,,,-0.15540616023603895,,
2022-07-09,,,,,,,,,,,,,,,,-1.4325313201353567,
2022-07-09,,,,,,,,,,,,,,,,,"            ETH Vault_dai_ceiling  ...  PSM Vault_dai_ceiling
2021-11-19    4,215,499,587.09872  ...    3,593,103,707.31785
2021-11-20    4,185,875,620.48578  ...    3,604,384,386.93336
2021-11-21    4,185,229,052.82756  ...    3,604,384,386.93336
2021-11-22    4,167,338,922.83872  ...    3,674,297,040.97279
2021-11-23    4,152,215,276.92244  ...    3,670,722,718.34453
...                           ...  ...                    ...
2022-07-04    1,794,511,465.52394  ...    4,102,604,243.39701
2022-07-05    1,785,538,908.19632  ...    4,082,091,222.18003
2022-07-06    1,776,611,213.65534  ...    4,061,680,766.06913
2022-07-07    1,767,728,157.58707  ...    4,041,372,362.23878
2022-07-08    1,758,889,516.79913  ...    4,021,165,500.42759

[232 rows x 8 columns]"
2022-07-09,,,"{'stETH Vault_dai_ceiling': -0.3684012935419505, 'ETH Vault_dai_ceiling': 0.14397226807556762, 'BTC Vault_dai_ceiling': 0.1980756134318994, 'Altcoin Vault_dai_ceiling': -0.24460007501891912, 'Stablecoin Vault_dai_ceiling': -0.14052219689160328, 'LP Vault_dai_ceiling': 0.0, 'RWA Vault_dai_ceiling': 0.0, 'PSM Vault_dai_ceiling': -0.3808110327464699}",,,,,,,,,,,,,,
2022-08-03,,8942990829.673523,,,,,,,,,,,,,,,
2022-08-03,,,,8993861238.673523,,,,,,,,,,,,,
2022-08-03,,,,,"[0.1        0.05       0.5        0.1        0.01       0.08805758
 0.02       0.13194242]",,,,,,,,,,,,
2022-08-03,,,,,,"BTC Vault_collateral_usd          0.15614
ETH Vault_collateral_usd          0.34842
stETH Vault_collateral_usd        0.07087
Stablecoin Vault_collateral_usd   0.05453
Altcoin Vault_collateral_usd      0.04997
LP Vault_collateral_usd           0.10635
RWA Vault_collateral_usd          0.00566
PSM Vault_collateral_usd          0.20807
Name: 2022-08-02 00:00:00, dtype: float64",,,,,,,,,,,
2022-08-03,,,,,,,"{'BTC Vault_collateral_usd': 0.10000000000003051, 'ETH Vault_collateral_usd': 0.05000000000006574, 'stETH Vault_collateral_usd': 0.49999999999995975, 'Stablecoin Vault_collateral_usd': 0.1, 'Altcoin Vault_collateral_usd': 0.01, 'LP Vault_collateral_usd': 0.08805757892958248, 'RWA Vault_collateral_usd': 0.0199999999999626, 'PSM Vault_collateral_usd': 0.13194242107040655}",,,,,,,,,,
2022-08-03,,,,,,,,-1.2503798471809504,,,,,,,,,
2022-08-03,,,,,,,,,6.019204154502846,,,,,,,,
2022-08-03,,,,,,,,,,"{'BTC Vault_collateral_usd': 0.15613973068820794, 'ETH Vault_collateral_usd': 0.3484177373509155, 'stETH Vault_collateral_usd': 0.07086751158349208, 'Stablecoin Vault_collateral_usd': 0.054526066971381966, 'Altcoin Vault_collateral_usd': 0.049971463316358024, 'LP Vault_collateral_usd': 0.10634638933753222, 'RWA Vault_collateral_usd': 0.005656125622803442, 'PSM Vault_collateral_usd': 0.2080749751293087}",,,,,,,
2022-08-03,,,,,,,,,,,"{'BTC Vault_collateral_usd': 0.10000000000003051, 'ETH Vault_collateral_usd': 0.05000000000006574, 'stETH Vault_collateral_usd': 0.49999999999995975, 'Stablecoin Vault_collateral_usd': 0.1, 'Altcoin Vault_collateral_usd': 0.01, 'LP Vault_collateral_usd': 0.08805757892958248, 'RWA Vault_collateral_usd': 0.0199999999999626, 'PSM Vault_collateral_usd': 0.13194242107040655}",,,,,,
2022-08-03,,,,,,,,,,,,0.6146632317916207,,,,,
2022-08-03,,,,,,,,,,,,,0.13970008452064045,,,,
2022-08-03,,,,,,,,,,,,,,7.269584001683796e-05,,,
2022-08-03,,,,,,,,,,,,,,,-0.14827468362276755,,
2022-08-03,,,,,,,,,,,,,,,,-1.3987272266437347,
2022-08-03,,,,,,,,,,,,,,,,,"            ETH Vault_dai_ceiling  ...  PSM Vault_dai_ceiling
2021-11-19    4,215,499,587.09872  ...    3,593,103,707.31785
2021-11-20    4,185,875,620.48578  ...    3,604,384,386.93336
2021-11-21    4,185,229,052.82756  ...    3,604,384,386.93336
2021-11-22    4,167,338,922.83872  ...    3,674,297,040.97279
2021-11-23    4,152,215,276.92244  ...    3,670,722,718.34453
...                           ...  ...                    ...
2022-07-29    1,812,840,743.14885  ...    3,711,547,158.86752
2022-07-30    1,815,450,731.08336  ...    3,697,413,177.80096
2022-07-31    1,818,064,476.67670  ...    3,683,333,020.49367
2022-08-01    1,820,681,985.33884  ...    3,669,306,481.97884
2022-08-02    1,823,303,262.48758  ...    3,655,333,358.07018

[257 rows x 8 columns]"
2022-08-03,,,"{'stETH Vault_dai_ceiling': 0.22974119924919745, 'ETH Vault_dai_ceiling': -0.3588021050360033, 'BTC Vault_dai_ceiling': 0.07395406656932046, 'Altcoin Vault_dai_ceiling': -0.037785793998149964, 'Stablecoin Vault_dai_ceiling': -0.021876806559355755, 'LP Vault_dai_ceiling': 0.0, 'RWA Vault_dai_ceiling': 0.0, 'PSM Vault_dai_ceiling': 0.041996065493676626}",,,,,,,,,,,,,,
2022-08-28,,8375366635.798506,,,,,,,,,,,,,,,
2022-08-28,,,,8426237044.798506,,,,,,,,,,,,,
2022-08-28,,,,,"[0.1       0.05      0.5       0.1       0.01      0.0750391 0.02
 0.1449609]",,,,,,,,,,,,
2022-08-28,,,,,,"BTC Vault_collateral_usd          0.15635
ETH Vault_collateral_usd          0.33842
stETH Vault_collateral_usd        0.08417
Stablecoin Vault_collateral_usd   0.05769
Altcoin Vault_collateral_usd      0.05650
LP Vault_collateral_usd           0.09058
RWA Vault_collateral_usd          0.00604
PSM Vault_collateral_usd          0.21024
Name: 2022-08-27 00:00:00, dtype: float64",,,,,,,,,,,
2022-08-28,,,,,,,"{'BTC Vault_collateral_usd': 0.1, 'ETH Vault_collateral_usd': 0.0500000000000019, 'stETH Vault_collateral_usd': 0.4999999999999986, 'Stablecoin Vault_collateral_usd': 0.1, 'Altcoin Vault_collateral_usd': 0.010000000000001376, 'LP Vault_collateral_usd': 0.07503910163607887, 'RWA Vault_collateral_usd': 0.02, 'PSM Vault_collateral_usd': 0.1449608983639176}",,,,,,,,,,
2022-08-28,,,,,,,,-1.2945301215012337,,,,,,,,,
2022-08-28,,,,,,,,,5.158173581176138,,,,,,,,
2022-08-28,,,,,,,,,,"{'BTC Vault_collateral_usd': 0.1563549640464888, 'ETH Vault_collateral_usd': 0.33842452332648365, 'stETH Vault_collateral_usd': 0.08417055169748769, 'Stablecoin Vault_collateral_usd': 0.05769131223341014, 'Altcoin Vault_collateral_usd': 0.05649964987021673, 'LP Vault_collateral_usd': 0.09058059456408094, 'RWA Vault_collateral_usd': 0.006037144306473337, 'PSM Vault_collateral_usd': 0.21024125995535872}",,,,,,,
2022-08-28,,,,,,,,,,,"{'BTC Vault_collateral_usd': 0.1, 'ETH Vault_collateral_usd': 0.0500000000000019, 'stETH Vault_collateral_usd': 0.4999999999999986, 'Stablecoin Vault_collateral_usd': 0.1, 'Altcoin Vault_collateral_usd': 0.010000000000001376, 'LP Vault_collateral_usd': 0.07503910163607887, 'RWA Vault_collateral_usd': 0.02, 'PSM Vault_collateral_usd': 0.1449608983639176}",,,,,,
2022-08-28,,,,,,,,,,,,0.5894978393686202,,,,,
2022-08-28,,,,,,,,,,,,,0.1348859976464652,,,,
2022-08-28,,,,,,,,,,,,,,6.452703702677372e-05,,,
2022-08-28,,,,,,,,,,,,,,,-0.1979338734819931,,
2022-08-28,,,,,,,,,,,,,,,,-1.4925285220202535,
2022-08-28,,,,,,,,,,,,,,,,,"            ETH Vault_dai_ceiling  ...  PSM Vault_dai_ceiling
2021-11-19    4,215,499,587.09872  ...    3,593,103,707.31785
2021-11-20    4,185,875,620.48578  ...    3,604,384,386.93336
2021-11-21    4,185,229,052.82756  ...    3,604,384,386.93336
2021-11-22    4,167,338,922.83872  ...    3,674,297,040.97279
2021-11-23    4,152,215,276.92244  ...    3,670,722,718.34453
...                           ...  ...                    ...
2022-08-23    1,690,739,307.30605  ...    3,687,706,121.64894
2022-08-24    1,684,672,899.08076  ...    3,689,254,813.12701
2022-08-25    1,678,628,257.25589  ...    3,690,804,154.99455
2022-08-26    1,672,605,303.73313  ...    3,692,354,147.52473
2022-08-27    1,666,603,960.69439  ...    3,693,904,790.99078

[282 rows x 8 columns]"
2022-08-28,,,"{'stETH Vault_dai_ceiling': -0.4379600351182408, 'ETH Vault_dai_ceiling': -0.376404289956356, 'BTC Vault_dai_ceiling': 0.20816729046844817, 'Altcoin Vault_dai_ceiling': -0.16084181808098613, 'Stablecoin Vault_dai_ceiling': 0.1399715359470426, 'LP Vault_dai_ceiling': 0.0, 'RWA Vault_dai_ceiling': 0.0, 'PSM Vault_dai_ceiling': -0.17482413218413284}",,,,,,,,,,,,,,
2022-09-22,,8525728532.854551,,,,,,,,,,,,,,,
2022-09-22,,,,8576598941.854553,,,,,,,,,,,,,
2022-09-22,,,,,"[0.1       0.05      0.5       0.1       0.01      0.0930812 0.02
 0.1269188]",,,,,,,,,,,,
2022-09-22,,,,,,"BTC Vault_collateral_usd          0.16754
ETH Vault_collateral_usd          0.32502
stETH Vault_collateral_usd        0.07864
Stablecoin Vault_collateral_usd   0.05698
Altcoin Vault_collateral_usd      0.05258
LP Vault_collateral_usd           0.10234
RWA Vault_collateral_usd          0.00593
PSM Vault_collateral_usd          0.21097
Name: 2022-09-21 00:00:00, dtype: float64",,,,,,,,,,,
2022-09-22,,,,,,,"{'BTC Vault_collateral_usd': 0.1, 'ETH Vault_collateral_usd': 0.050000000000005006, 'stETH Vault_collateral_usd': 0.5, 'Stablecoin Vault_collateral_usd': 0.1, 'Altcoin Vault_collateral_usd': 0.01, 'LP Vault_collateral_usd': 0.09308119853785325, 'RWA Vault_collateral_usd': 0.02, 'PSM Vault_collateral_usd': 0.12691880146214388}",,,,,,,,,,
2022-09-22,,,,,,,,-1.212569468942609,,,,,,,,,
2022-09-22,,,,,,,,,4.373078227908357,,,,,,,,
2022-09-22,,,,,,,,,,"{'BTC Vault_collateral_usd': 0.16754483676684379, 'ETH Vault_collateral_usd': 0.3250245605008048, 'stETH Vault_collateral_usd': 0.07863515163096435, 'Stablecoin Vault_collateral_usd': 0.056982585414261204, 'Altcoin Vault_collateral_usd': 0.0525754075319795, 'LP Vault_collateral_usd': 0.10233625880877147, 'RWA Vault_collateral_usd': 0.00593130322927285, 'PSM Vault_collateral_usd': 0.210969896117102}",,,,,,,
2022-09-22,,,,,,,,,,,"{'BTC Vault_collateral_usd': 0.1, 'ETH Vault_collateral_usd': 0.050000000000005006, 'stETH Vault_collateral_usd': 0.5, 'Stablecoin Vault_collateral_usd': 0.1, 'Altcoin Vault_collateral_usd': 0.01, 'LP Vault_collateral_usd': 0.09308119853785325, 'RWA Vault_collateral_usd': 0.02, 'PSM Vault_collateral_usd': 0.12691880146214388}",,,,,,
2022-09-22,,,,,,,,,,,,0.6133741141645436,,,,,
2022-09-22,,,,,,,,,,,,,0.13670027420728592,,,,
2022-09-22,,,,,,,,,,,,,,5.585647696850966e-05,,,
2022-09-22,,,,,,,,,,,,,,,-0.11879992839817057,,
2022-09-22,,,,,,,,,,,,,,,,-1.3314252538177482,
2022-09-22,,,,,,,,,,,,,,,,,"            ETH Vault_dai_ceiling  ...  PSM Vault_dai_ceiling
2021-11-19    4,215,499,587.09872  ...    3,593,103,707.31785
2021-11-20    4,185,875,620.48578  ...    3,604,384,386.93336
2021-11-21    4,185,229,052.82756  ...    3,604,384,386.93336
2021-11-22    4,167,338,922.83872  ...    3,674,297,040.97279
2021-11-23    4,152,215,276.92244  ...    3,670,722,718.34453
...                           ...  ...                    ...
2022-09-17    1,539,709,804.48830  ...    3,560,635,038.73574
2022-09-18    1,533,914,270.73132  ...    3,554,410,189.42902
2022-09-19    1,528,140,551.61204  ...    3,548,196,222.66109
2022-09-20    1,522,388,565.01921  ...    3,541,993,119.40663
2022-09-21    1,516,658,229.15067  ...    3,535,800,860.67361

[307 rows x 8 columns]"
2022-09-22,,,"{'ETH Vault_dai_ceiling': -0.5, 'stETH Vault_dai_ceiling': 0.5, 'BTC Vault_dai_ceiling': -0.5, 'Altcoin Vault_dai_ceiling': -0.25, 'Stablecoin Vault_dai_ceiling': 0.25, 'PSM Vault_dai_ceiling': -0.5}",,,,,,,,,,,,,,
2022-10-17,,8592632603.278547,,,,,,,,,,,,,,,
2022-10-17,,,,8643503012.278547,,,,,,,,,,,,,
2022-10-17,,,,,"[0.1       0.05      0.5       0.1       0.01      0.0863541 0.02
 0.1336459]",,,,,,,,,,,,
2022-10-17,,,,,,"BTC Vault_collateral_usd          0.16248
ETH Vault_collateral_usd          0.31675
stETH Vault_collateral_usd        0.08651
Stablecoin Vault_collateral_usd   0.05232
Altcoin Vault_collateral_usd      0.05085
LP Vault_collateral_usd           0.09962
RWA Vault_collateral_usd          0.00589
PSM Vault_collateral_usd          0.22557
Name: 2022-10-16 00:00:00, dtype: float64",,,,,,,,,,,
2022-10-17,,,,,,,"{'BTC Vault_collateral_usd': 0.1, 'ETH Vault_collateral_usd': 0.05, 'stETH Vault_collateral_usd': 0.5, 'Stablecoin Vault_collateral_usd': 0.1, 'Altcoin Vault_collateral_usd': 0.01, 'LP Vault_collateral_usd': 0.08635409552899903, 'RWA Vault_collateral_usd': 0.02, 'PSM Vault_collateral_usd': 0.1336459044709999}",,,,,,,,,,
2022-10-17,,,,,,,,-1.15707577231411,,,,,,,,,
2022-10-17,,,,,,,,,4.269620102661609,,,,,,,,
2022-10-17,,,,,,,,,,"{'BTC Vault_collateral_usd': 0.16248420229343763, 'ETH Vault_collateral_usd': 0.31675226151203245, 'stETH Vault_collateral_usd': 0.08651331420234529, 'Stablecoin Vault_collateral_usd': 0.0523231957117774, 'Altcoin Vault_collateral_usd': 0.05085234480929558, 'LP Vault_collateral_usd': 0.09962039128960098, 'RWA Vault_collateral_usd': 0.005885392638579051, 'PSM Vault_collateral_usd': 0.22556889754293166}",,,,,,,
2022-10-17,,,,,,,,,,,"{'BTC Vault_collateral_usd': 0.1, 'ETH Vault_collateral_usd': 0.05, 'stETH Vault_collateral_usd': 0.5, 'Stablecoin Vault_collateral_usd': 0.1, 'Altcoin Vault_collateral_usd': 0.01, 'LP Vault_collateral_usd': 0.08635409552899903, 'RWA Vault_collateral_usd': 0.02, 'PSM Vault_collateral_usd': 0.1336459044709999}",,,,,,
2022-10-17,,,,,,,,,,,,0.6270961514240014,,,,,
2022-10-17,,,,,,,,,,,,,0.13579374212779965,,,,
2022-10-17,,,,,,,,,,,,,,5.426695874975719e-05,,,
2022-10-17,,,,,,,,,,,,,,,-0.12793870578743685,,
2022-10-17,,,,,,,,,,,,,,,,-1.2850687450602967,
2022-10-17,,,,,,,,,,,,,,,,,"            ETH Vault_dai_ceiling  ...  PSM Vault_dai_ceiling
2021-11-19    4,215,499,587.09872  ...    3,593,103,707.31785
2021-11-20    4,185,875,620.48578  ...    3,604,384,386.93336
2021-11-21    4,185,229,052.82756  ...    3,604,384,386.93336
2021-11-22    4,167,338,922.83872  ...    3,674,297,040.97279
2021-11-23    4,152,215,276.92244  ...    3,670,722,718.34453
...                           ...  ...                    ...
2022-10-12    1,365,125,004.43902  ...    3,182,529,902.15571
2022-10-13    1,358,299,379.41682  ...    3,166,617,252.64493
2022-10-14    1,351,507,882.51974  ...    3,150,784,166.38171
2022-10-15    1,344,750,343.10714  ...    3,135,030,245.54980
2022-10-16    1,338,026,591.39160  ...    3,119,355,094.32205

[332 rows x 8 columns]"
2022-10-17,,,"{'ETH Vault_dai_ceiling': -0.5, 'stETH Vault_dai_ceiling': 0.5, 'BTC Vault_dai_ceiling': -0.5, 'Altcoin Vault_dai_ceiling': -0.25, 'Stablecoin Vault_dai_ceiling': 0.25, 'PSM Vault_dai_ceiling': -0.5}",,,,,,,,,,,,,,
2022-11-11,,8646285723.449821,,,,,,,,,,,,,,,
2022-11-11,,,,8697156132.449821,,,,,,,,,,,,,
2022-11-11,,,,,"[0.1       0.05      0.5       0.1       0.01      0.0824844 0.02
 0.1375156]",,,,,,,,,,,,
2022-11-11,,,,,,"BTC Vault_collateral_usd          0.16242
ETH Vault_collateral_usd          0.29796
stETH Vault_collateral_usd        0.09788
Stablecoin Vault_collateral_usd   0.05306
Altcoin Vault_collateral_usd      0.04750
LP Vault_collateral_usd           0.10392
RWA Vault_collateral_usd          0.00585
PSM Vault_collateral_usd          0.23141
Name: 2022-11-10 00:00:00, dtype: float64",,,,,,,,,,,
2022-11-11,,,,,,,"{'BTC Vault_collateral_usd': 0.10000000000001143, 'ETH Vault_collateral_usd': 0.05000000000001695, 'stETH Vault_collateral_usd': 0.49999999999999123, 'Stablecoin Vault_collateral_usd': 0.1, 'Altcoin Vault_collateral_usd': 0.01, 'LP Vault_collateral_usd': 0.08248439629337663, 'RWA Vault_collateral_usd': 0.0199999999999845, 'PSM Vault_collateral_usd': 0.13751560370662286}",,,,,,,,,,
2022-11-11,,,,,,,,-1.061688491952006,,,,,,,,,
2022-11-11,,,,,,,,,4.263727446989661,,,,,,,,
2022-11-11,,,,,,,,,,"{'BTC Vault_collateral_usd': 0.16241879174762555, 'ETH Vault_collateral_usd': 0.2979632470064543, 'stETH Vault_collateral_usd': 0.09788054793216175, 'Stablecoin Vault_collateral_usd': 0.053058599837936024, 'Altcoin Vault_collateral_usd': 0.04750130761195453, 'LP Vault_collateral_usd': 0.10392258506034477, 'RWA Vault_collateral_usd': 0.005849085405078361, 'PSM Vault_collateral_usd': 0.23140583539844467}",,,,,,,
